2014, Get on Up, Chadwick A Boseman, Tate Taylor, http://www.allmovie.com/movie/get-on-up-v586796
2014, Dear White People, Tyler James Williams, Justin Simien, http://www.allmovie.com/movie/dear-white-people-v592735
2014, Annie, Jamie Foxx, Will Gluck, http://www.allmovie.com/movie/annie-v533219
2014, Belle, Gugu Mbatha-Raw, Amma Asante, http://www.allmovie.com/movie/belle-v585497
2014, Beyond the Lights, Gugu Mbatha-Raw, Gina Prince-Bythewood, http://www.allmovie.com/movie/beyond-the-lights-v592866
2014, Addicted, Sharon Leal, Bille Woodruff, http://www.allmovie.com/movie/addicted-v588266
2014, Selma, David Oyelowo, Ava DuVernay, http://www.allmovie.com/movie/selma-v595217
2014, Top Five, Rosario Dawson, Chris Rock, http://www.allmovie.com/movie/top-five-v615209
